source,state,county,species_or_flock_type,flock_size,hpai_strain,outbreak_date,date_detected,date_collected,date_confirmed,woah_classification,sampling_method,submitting_agency
APHIS - HPAI Detections in Wild Birds,Oregon,Multnomah,Red-tailed hawk,,EA H5N1,,8/18/2022,7/30/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Multnomah,Bald eagle,,EA H5N1,,8/18/2022,7/12/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Washington,Canada goose,,EA H5N1,,8/18/2022,8/1/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Washington,Canada goose,,EA H5N1,,8/18/2022,8/3/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Crook,American white pelican,,EA H5N1,,8/18/2022,8/4/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Crook,Canada goose,,EA H5N1,,8/18/2022,8/4/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Crook,Mallard,,EA H5N1,,8/18/2022,8/4/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,Ingham,Mallard,,EA/AM H5N1,,8/15/2022,8/5/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Mallard,,EA H5N1,,8/22/2022,8/11/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Mallard,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Mallard,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Cinnamon teal,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Cinnamon teal,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Cinnamon teal,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Mallard,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Mallard,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Cinnamon teal,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Gadwall,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Klamath,Green-winged teal,,EA H5N1,,8/22/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/17/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA H5N1,,8/26/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Alaska,Nome,Glaucous gull,,EA H5N1,,8/18/2022,8/9/2022,"",Wild bird,Morbidity/Mortality,AK DFG/USFWS
APHIS - HPAI Detections in Wild Birds,Alaska,North Slope,Common raven,,EA H5N1,,8/22/2022,7/31/2022,"",Wild bird,Morbidity/Mortality,AK DFG/USFWS
APHIS - HPAI Detections in Wild Birds,California,Stanislaus,Mallard,,EA H5N1,,8/17/2022,8/11/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Yolo,Canada goose,,EA H5N1,,8/23/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Butte,Canada goose,,EA H5N1,,8/23/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,Florida,Orange,Black vulture,,EA H5N1,,8/24/2022,8/18/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Indiana,Allen,Red-tailed hawk,,EA/AM H5N1,,6/14/2022,6/9/2022,"",Wild bird,Morbidity/Mortality,IN DNR
APHIS - HPAI Detections in Wild Birds,Indiana,Hancock,Canada goose,,EA/AM H5N1,,6/22/2022,6/14/2022,"",Wild bird,Morbidity/Mortality,IN DNR
APHIS - HPAI Detections in Wild Birds,Indiana,Marion,Barred owl,,EA/AM H5N1,,6/29/2022,6/23/2022,"",Wild bird,Morbidity/Mortality,IN DNR
APHIS - HPAI Detections in Wild Birds,Indiana,Marion,Eastern screech owl,,EA/AM H5N1,,6/29/2022,6/23/2022,"",Wild bird,Morbidity/Mortality,IN DNR
APHIS - HPAI Detections in Wild Birds,Indiana,Marion,Canada goose,,EA H5N1,,7/7/2022,6/28/2022,"",Wild bird,Morbidity/Mortality,IN DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Cass,Bald eagle,,EA/AM H5N1,,7/11/2022,6/30/2022,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Michigan,Branch,Red-tailed hawk,,EA/AM H5N1,,7/11/2022,6/30/2022,"",Wild bird,Morbidity/Mortality,MI DNR
APHIS - HPAI Detections in Wild Birds,Massachusetts,Essex,Common eider,,EA H5N1,,6/24/2022,6/13/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Massachusetts,Essex,Common eider,,EA H5N1,,6/24/2022,6/13/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Massachusetts,Essex,Common eider,,EA H5N1,,6/24/2022,6/13/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Massachusetts,Essex,Common eider,,EA H5N1,,6/24/2022,6/13/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Massachusetts,Essex,Common eider,,EA H5N1,,6/24/2022,6/13/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Maine,York,Common tern,,EA H5N1,,7/8/2022,6/23/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Maine,York,Common tern,,EA H5N1,,7/8/2022,6/23/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Maine,Sagadahoc,Common eider,,EA H5N1,,7/8/2022,6/12/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Maine,Sagadahoc,Common eider,,EA H5N1,,7/8/2022,6/12/2022,"",Wild bird,Morbidity/Mortality,USFWS/SCWDS
APHIS - HPAI Detections in Wild Birds,Georgia,Dougherty,Black vulture,,EA/AM H5N1,,7/8/2022,6/30/2022,"",Wild bird,Morbidity/Mortality,GA DNR/SCWDS
APHIS - HPAI Detections in Wild Birds,Utah,Utah,American white pelican,,EA H5N1,,5/27/2022,Unknown,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Gull (unidentified),,EA/AM H5N1,,8/5/2022,8/2/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Weber,Canada goose,,EA H5N1,,8/16/2022,8/11/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Sanpete,Goose (unidentified),,EA H5N1,,8/23/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Sanpete,Goose (unidentified),,EA H5N1,,8/26/2022,8/18/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Sanpete,Goose (unidentified),,EA H5N1,,8/26/2022,8/18/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Sanpete,Goose (unidentified),,EA H5N1,,8/26/2022,8/18/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Carbon,Canada goose,,EA H5N1,,8/29/2022,8/19/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Millard,Goose (unidentified),,EA H5N1,,8/29/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Millard,Goose (unidentified),,EA H5N1,,8/29/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Utah,Millard,Goose (unidentified),,EA H5N1,,8/29/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dane,Bald eagle,,EA H5N1,,8/24/2022,8/18/2022,"",Wild bird,Morbidity/Mortality,WI DNR
APHIS - HPAI Detections in Wild Birds,Oregon,Douglas,Canada goose,,EA H5N1,,8/26/2022,8/17/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5N1,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5N1,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5N1,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5N1,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Mallard,,EA H5N1,,8/30/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Cinnamon teal,,EA/AM H5N1,,9/1/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Green-winged teal,,EA/AM H5N1,,9/1/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Northern shoveler,,EA H5N1,,9/1/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,Green-winged teal,,EA/AM H5N1,,9/1/2022,8/10/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Cinnamon teal,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,American wigeon,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1 mixed,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Cinnamon teal,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Cinnamon teal,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Cinnamon teal,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA/AM H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Gadwall,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Davis,Mallard,,EA H5N1,,9/1/2022,8/17/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,California,Santa Clara,Red-tailed hawk,,EA H5N1,,8/24/2022,8/17/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Santa Clara,Canada goose,,EA H5N1,,8/24/2022,8/17/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Sacramento,Mallard,,EA H5N1,,8/29/2022,8/23/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,California,Napa,Turkey vulture,,EA H5N1,,8/29/2022,8/23/2022,"",Wild bird,Morbidity/Mortality,CA DFW/CAHFS
APHIS - HPAI Detections in Wild Birds,Florida,Orange,Black vulture,,EA H5N1,,8/29/2022,8/23/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,8/29/2022,8/14/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,8/29/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,8/29/2022,8/10/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,8/29/2022,8/10/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Minnesota,Hennepin,American white pelican,,EA H5N1,,8/29/2022,8/19/2022,"",Wild bird,Morbidity/Mortality,MN DNR
APHIS - HPAI Detections in Wild Birds,Minnesota,Hennepin,American white pelican,,EA H5N1,,8/29/2022,8/19/2022,"",Wild bird,Morbidity/Mortality,MN DNR
APHIS - HPAI Detections in Wild Birds,New York,Rockland,Black vulture,,EA H5N1,,9/1/2022,8/24/2022,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,Oregon,Jackson,Canada goose,,EA H5N1,,9/1/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Harney,Great horned owl,,EA/AM H5N1,,9/1/2022,8/9/2022,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Pennsylvania,Northampton,Black vulture,,EA/AM H5N1,,8/22/2022,8/15/2022,"",Wild bird,Morbidity/Mortality,PA Game Commission
APHIS - HPAI Detections in Wild Birds,Maine,York,Peregrine falcon,,EA H5N1,,8/11/2022,7/10/2022,"",Wild bird,Morbidity/Mortality,ME DIFW/USGS
APHIS - HPAI Detections in Wild Birds,Maryland,Harford,Black vulture,,EA/AM H5N1,,8/18/2022,4/19/2022,"",Wild bird,Morbidity/Mortality,MD DNR/USGS
APHIS - HPAI Detections in Wild Birds,South Carolina,Richland,Black vulture,,EA/AM H5N1,,8/22/2022,8/8/2022,"",Wild bird,Morbidity/Mortality,SC DNR/USGS
APHIS - HPAI Detections in Wild Birds,South Carolina,Richland,Black vulture,,EA/AM H5N1,,8/22/2022,8/8/2022,"",Wild bird,Morbidity/Mortality,SC DNR/USGS
APHIS - HPAI Detections in Wild Birds,Washington,Pierce,Mallard,,EA/AM H5N1,,8/22/2022,5/6/2022,"",Wild bird,Morbidity/Mortality,WA DFW/USGS
APHIS - HPAI Detections in Wild Birds,Nevada,Washoe,Mallard,,EA H5N1,,9/2/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,NV DOW/USGS
APHIS - HPAI Detections in Wild Birds,Nevada,Washoe,Mallard,,EA H5N1,,9/2/2022,8/19/2022,"",Wild bird,Morbidity/Mortality,NV DOW/USGS
APHIS - HPAI Detections in Wild Birds,Nevada,Washoe,Mallard,,EA H5N1,,9/2/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,NV DOW/USGS
APHIS - HPAI Detections in Wild Birds,Nevada,Washoe,Mallard,,EA H5N1,,9/2/2022,8/22/2022,"",Wild bird,Morbidity/Mortality,NV DOW/USGS
APHIS - HPAI Detections in Wild Birds,Nevada,Washoe,Canada goose,,EA H5N1,,9/2/2022,8/16/2022,"",Wild bird,Morbidity/Mortality,NV DOW/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dodge,American white pelican,,EA H5N1,,9/2/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,USFWS/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dodge,American white pelican,,EA H5N1,,9/2/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,USFWS/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dodge,Canada goose,,EA H5N1,,9/2/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,USFWS/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dodge,Ring-billed gull,,EA H5N1,,9/2/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,USFWS/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Dodge,Canada goose,,EA H5N1,,9/2/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,USFWS/USGS
APHIS - HPAI Detections in Wild Birds,Wisconsin,Brown,Mallard,,EA/AM H5N1,,9/2/2022,8/23/2022,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Nevada,Churchill,Mallard,,EA/AM H5N1,,9/2/2022,8/8/2022,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Alaska,North Slope,Glaucous gull,,EA/AM H5N1,,8/3/2022,7/15/2022,"",Wild bird,Morbidity/Mortality,AK DFG/USFWS
APHIS - HPAI Detections in Wild Birds,Alaska,North Slope,Brant,,EA/AM H5N1,,8/3/2022,6/22/2022,"",Wild bird,Morbidity/Mortality,AK DFG/USFWS
APHIS - HPAI Detections in Wild Birds,Alaska,North Slope,glaucous gull,,EA/AM H5N1,,8/3/2022,7/12/2022,"",Wild bird,Morbidity/Mortality,AK DFG/USFWS
APHIS - HPAI Detections in Wild Birds,Florida,Putnam,Black vulture,,EA H5N1,,9/8/2022,8/29/2022,"",Wild bird,Morbidity/Mortality,FL FWCC
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,9/8/2022,8/28/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,9/8/2022,8/29/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Black vulture,,EA H5N1,,9/8/2022,8/25/2022,"",Wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,New York,Washington,Bald eagle,,EA H5N1,,9/2/2022,8/24/2022,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,New York,Rockland,Black vulture,,EA/AM H5N1,,9/8/2022,8/29/2022,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,New York,Rockland,Black vulture,,EA/AM H5N1,,9/8/2022,8/29/2022,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,New York,Rockland,Black vulture,,EA/AM H5N1,,9/8/2022,8/29/2022,"",Wild bird,Morbidity/Mortality,NY DEC
